uniqid,isocntry,d63,qb7_2,class,trusttradm,trustwebonly,trustallm,trustnom,polorient,mediatrust
160023404,FR,1,1,WorkingClass,0,0,0,0,Refused/DNt,Other
160023405,FR,1,2,WorkingClass,1,0,0,0,Left,TrustTrad
160023406,FR,4,4,UpperMiddleClass,1,0,0,0,Center,TrustTrad
160023407,FR,2,1,LowerMiddle,0,0,0,1,Center,TrustNone
160023408,FR,3,1,MiddleClass,0,0,0,1,Refused/DNt,TrustNone
160023409,FR,1,1,WorkingClass,1,0,0,0,Refused/DNt,TrustTrad
160023410,FR,4,1,UpperMiddleClass,1,0,0,0,Right,TrustTrad
160023411,FR,3,2,MiddleClass,1,0,0,0,Center,TrustTrad
160023412,FR,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
160023413,FR,3,1,MiddleClass,0,0,0,1,FarRight,TrustNone
160023414,FR,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
160023415,FR,1,1,WorkingClass,0,1,0,0,Left,TrustWebOnly
160023416,FR,1,1,WorkingClass,0,0,0,1,Center,TrustNone
160023417,FR,3,1,MiddleClass,0,0,0,1,Refused/DNt,TrustNone
160023418,FR,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
160023419,FR,1,1,WorkingClass,1,0,0,0,Center,TrustTrad
160023420,FR,3,1,MiddleClass,1,0,0,0,Refused/DNt,TrustTrad
160023421,FR,3,1,MiddleClass,0,0,0,1,Refused/DNt,TrustNone
160023422,FR,3,1,MiddleClass,0,0,0,1,Center,TrustNone
160023423,FR,1,1,WorkingClass,1,0,0,0,Center,TrustTrad
160023424,FR,3,2,MiddleClass,1,0,0,0,Left,TrustTrad
160023425,FR,4,3,UpperMiddleClass,1,0,0,0,Center,TrustTrad
160023426,FR,3,4,MiddleClass,1,0,0,0,Right,TrustTrad
160023427,FR,3,1,MiddleClass,0,0,0,0,Center,Other
160023428,FR,1,1,WorkingClass,1,0,0,0,FarRight,TrustTrad
160023429,FR,4,1,UpperMiddleClass,1,0,0,0,Center,TrustTrad
160023430,FR,4,1,UpperMiddleClass,0,1,0,0,Refused/DNt,TrustWebOnly
160023431,FR,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
160023432,FR,1,1,WorkingClass,0,0,0,1,Center,TrustNone
160023433,FR,1,1,WorkingClass,1,0,0,0,Right,TrustTrad
160023434,FR,3,1,MiddleClass,1,1,1,0,Center,TrustAll
160023435,FR,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
160023436,FR,1,1,WorkingClass,1,0,0,0,Right,TrustTrad
160023437,FR,3,2,MiddleClass,1,0,0,0,Left,TrustTrad
160023438,FR,1,2,WorkingClass,0,0,0,1,Refused/DNt,TrustNone
160023439,FR,2,1,LowerMiddle,1,0,0,0,Left,TrustTrad
160023440,FR,2,1,LowerMiddle,0,0,0,1,Refused/DNt,TrustNone
160023441,FR,4,1,UpperMiddleClass,1,0,0,0,Left,TrustTrad
160023442,FR,4,2,UpperMiddleClass,1,1,0,0,Center,TrustWebOnly
160023443,FR,4,1,UpperMiddleClass,1,0,0,0,Right,TrustTrad
160023444,FR,2,1,LowerMiddle,1,0,0,0,Left,TrustTrad
160023445,FR,3,1,MiddleClass,1,0,0,0,Refused/DNt,TrustTrad
160023446,FR,3,1,MiddleClass,0,1,0,0,Left,TrustWebOnly
160023447,FR,2,1,LowerMiddle,0,0,0,0,Left,Other
160023448,FR,2,1,LowerMiddle,0,0,0,0,Right,Other
160023449,FR,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
160023450,FR,3,2,MiddleClass,1,1,1,0,Refused/DNt,TrustAll
160023451,FR,1,4,WorkingClass,1,0,0,0,Refused/DNt,TrustTrad
160023452,FR,3,1,MiddleClass,1,0,0,0,Refused/DNt,TrustTrad
160023453,FR,2,1,LowerMiddle,1,0,0,0,Left,TrustTrad
160023454,FR,2,1,LowerMiddle,0,0,0,1,Left,TrustNone
160023455,FR,1,1,WorkingClass,0,0,0,1,Left,TrustNone
160023456,FR,3,1,MiddleClass,0,0,0,1,Center,TrustNone
160023457,FR,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
160023458,FR,3,1,MiddleClass,0,0,0,1,Center,TrustNone
160023459,FR,3,1,MiddleClass,0,0,0,1,Refused/DNt,TrustNone
160023460,FR,3,1,MiddleClass,1,0,0,0,Refused/DNt,TrustTrad
160023461,FR,3,2,MiddleClass,0,0,0,0,Left,Other
160023462,FR,3,1,MiddleClass,0,0,0,1,Right,TrustNone
160023463,FR,9,1,Other/None/DN/Refused,0,0,0,0,Left,Other
160023464,FR,1,2,WorkingClass,0,1,0,0,Left,TrustWebOnly
160023465,FR,3,1,MiddleClass,1,0,0,0,Refused/DNt,TrustTrad
160023466,FR,1,1,WorkingClass,1,0,0,0,Refused/DNt,TrustTrad
160023467,FR,1,1,WorkingClass,0,0,0,1,Center,TrustNone
160023468,FR,1,1,WorkingClass,0,0,0,1,Refused/DNt,TrustNone
160023469,FR,1,1,WorkingClass,0,0,0,1,Center,TrustNone
160023470,FR,3,1,MiddleClass,0,0,0,1,Center,TrustNone
160023471,FR,2,1,LowerMiddle,0,0,0,1,FarLeft,TrustNone
160023472,FR,3,1,MiddleClass,0,0,0,1,FarRight,TrustNone
160023473,FR,3,4,MiddleClass,0,0,0,1,Right,TrustNone
160023474,FR,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
160023475,FR,1,1,WorkingClass,1,0,0,0,Center,TrustTrad
160023476,FR,3,1,MiddleClass,0,0,0,0,Refused/DNt,Other
160023477,FR,2,1,LowerMiddle,1,0,0,0,Left,TrustTrad
160023478,FR,3,2,MiddleClass,1,0,0,0,Center,TrustTrad
160023479,FR,2,2,LowerMiddle,1,1,0,0,Center,TrustWebOnly
160023480,FR,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
160023481,FR,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
160023482,FR,3,1,MiddleClass,0,0,0,0,Center,Other
160023483,FR,3,2,MiddleClass,1,1,1,0,Center,TrustAll
160023484,FR,4,1,UpperMiddleClass,0,0,0,1,Left,TrustNone
160023485,FR,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
160023486,FR,3,1,MiddleClass,0,0,0,1,Left,TrustNone
160023487,FR,1,1,WorkingClass,1,0,0,0,FarRight,TrustTrad
160023488,FR,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
160023489,FR,1,1,WorkingClass,0,0,0,1,Center,TrustNone
160023490,FR,3,1,MiddleClass,0,0,0,1,Center,TrustNone
160023491,FR,3,3,MiddleClass,1,1,1,0,Center,TrustAll
160023492,FR,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
160023493,FR,3,1,MiddleClass,0,0,0,1,Right,TrustNone
160023494,FR,3,1,MiddleClass,0,0,0,1,Center,TrustNone
160023495,FR,3,1,MiddleClass,0,0,0,0,Left,Other
160023496,FR,1,1,WorkingClass,1,0,0,0,Left,TrustTrad
160023497,FR,1,1,WorkingClass,1,0,0,0,Right,TrustTrad
160023498,FR,1,1,WorkingClass,0,0,0,1,Center,TrustNone
160023499,FR,1,2,WorkingClass,1,0,0,0,Left,TrustTrad
160023500,FR,1,2,WorkingClass,1,0,0,0,Center,TrustTrad
160023501,FR,2,4,LowerMiddle,1,0,0,0,Left,TrustTrad
160023502,FR,1,1,WorkingClass,0,0,0,1,Refused/DNt,TrustNone
160023503,FR,3,1,MiddleClass,0,0,0,1,Center,TrustNone
160023504,FR,4,2,UpperMiddleClass,1,0,0,0,Center,TrustTrad
160023505,FR,2,1,LowerMiddle,0,0,0,1,FarLeft,TrustNone
160023506,FR,2,1,LowerMiddle,1,0,0,0,Left,TrustTrad
160023507,FR,3,1,MiddleClass,1,1,1,0,Center,TrustAll
160023508,FR,2,2,LowerMiddle,1,0,0,0,Left,TrustTrad
160023509,FR,1,1,WorkingClass,0,0,0,1,Left,TrustNone
160023510,FR,1,2,WorkingClass,0,0,0,1,FarLeft,TrustNone
160023511,FR,1,1,WorkingClass,1,0,0,0,Center,TrustTrad
160023512,FR,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
160023513,FR,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
160023514,FR,1,1,WorkingClass,0,0,0,1,Center,TrustNone
160023515,FR,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
160023516,FR,2,1,LowerMiddle,0,0,0,1,Center,TrustNone
160023517,FR,1,1,WorkingClass,0,0,0,0,Center,Other
160023518,FR,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
160023519,FR,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
160023520,FR,1,1,WorkingClass,0,0,0,1,Center,TrustNone
160023521,FR,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
160023522,FR,2,1,LowerMiddle,1,0,0,0,Right,TrustTrad
160023523,FR,2,1,LowerMiddle,0,0,0,1,FarRight,TrustNone
160023524,FR,2,1,LowerMiddle,1,0,0,0,Left,TrustTrad
160023525,FR,1,1,WorkingClass,0,0,0,1,Left,TrustNone
160023526,FR,2,1,LowerMiddle,1,1,1,0,Left,TrustAll
160023527,FR,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
160023528,FR,2,1,LowerMiddle,0,0,0,1,Left,TrustNone
160023529,FR,2,1,LowerMiddle,1,0,0,0,Refused/DNt,TrustTrad
160023530,FR,3,2,MiddleClass,1,0,0,0,Left,TrustTrad
160023531,FR,1,4,WorkingClass,1,0,0,0,Refused/DNt,TrustTrad
160023532,FR,3,1,MiddleClass,1,0,0,0,Refused/DNt,TrustTrad
160023533,FR,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
160023534,FR,2,1,LowerMiddle,0,0,0,1,Left,TrustNone
160023535,FR,4,1,UpperMiddleClass,1,0,0,0,Center,TrustTrad
160023536,FR,1,1,WorkingClass,1,0,0,0,Refused/DNt,TrustTrad
160023537,FR,1,1,WorkingClass,0,0,0,1,Refused/DNt,TrustNone
160023538,FR,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
160023539,FR,3,4,MiddleClass,0,0,0,1,Left,TrustNone
160023540,FR,1,1,WorkingClass,1,0,0,0,Refused/DNt,TrustTrad
160023541,FR,3,1,MiddleClass,1,0,0,0,FarRight,TrustTrad
160023542,FR,1,1,WorkingClass,0,0,0,1,FarLeft,TrustNone
160023543,FR,3,1,MiddleClass,1,0,0,0,FarLeft,TrustTrad
160023544,FR,1,1,WorkingClass,0,0,0,1,Center,TrustNone
160023545,FR,1,1,WorkingClass,1,0,0,0,Right,TrustTrad
160023546,FR,1,1,WorkingClass,1,0,0,0,FarRight,TrustTrad
160023547,FR,1,1,WorkingClass,0,0,0,1,Center,TrustNone
160023548,FR,1,2,WorkingClass,0,0,0,1,Refused/DNt,TrustNone
160023549,FR,1,1,WorkingClass,1,0,0,0,FarRight,TrustTrad
160023550,FR,1,1,WorkingClass,0,0,0,1,Right,TrustNone
160023551,FR,1,1,WorkingClass,1,0,0,0,Center,TrustTrad
160023552,FR,1,2,WorkingClass,0,0,0,1,Center,TrustNone
160023553,FR,2,2,LowerMiddle,0,0,0,1,Center,TrustNone
160023554,FR,1,1,WorkingClass,0,0,0,0,Left,Other
160023555,FR,1,1,WorkingClass,0,0,0,0,Center,Other
160023556,FR,3,2,MiddleClass,0,0,0,1,Center,TrustNone
160023557,FR,1,1,WorkingClass,1,0,0,0,FarLeft,TrustTrad
160023558,FR,9,1,Other/None/DN/Refused,0,1,0,0,Refused/DNt,TrustWebOnly
160023559,FR,1,1,WorkingClass,1,0,0,0,Refused/DNt,TrustTrad
160023560,FR,2,1,LowerMiddle,0,0,0,1,Refused/DNt,TrustNone
160023561,FR,2,1,LowerMiddle,1,0,0,0,Refused/DNt,TrustTrad
160023562,FR,3,2,MiddleClass,1,0,0,0,Right,TrustTrad
160023563,FR,3,1,MiddleClass,1,0,0,0,FarLeft,TrustTrad
160023564,FR,3,1,MiddleClass,0,0,0,1,Refused/DNt,TrustNone
160023565,FR,2,1,LowerMiddle,0,0,0,1,Left,TrustNone
160023566,FR,3,2,MiddleClass,1,0,0,0,Left,TrustTrad
160023567,FR,4,4,UpperMiddleClass,1,0,0,0,Left,TrustTrad
160023568,FR,1,1,WorkingClass,0,0,0,0,Center,Other
160023569,FR,2,1,LowerMiddle,1,0,0,0,Refused/DNt,TrustTrad
160023570,FR,3,2,MiddleClass,1,0,0,0,Center,TrustTrad
160023571,FR,4,1,UpperMiddleClass,1,1,1,0,Left,TrustAll
160023572,FR,2,1,LowerMiddle,1,0,0,0,Right,TrustTrad
160023573,FR,2,1,LowerMiddle,0,0,0,1,Left,TrustNone
160023574,FR,3,2,MiddleClass,1,0,0,0,Center,TrustTrad
160023575,FR,3,1,MiddleClass,0,1,0,0,Center,TrustWebOnly
160023576,FR,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
160023577,FR,2,2,LowerMiddle,1,0,0,0,Left,TrustTrad
160023578,FR,1,1,WorkingClass,1,0,0,0,Left,TrustTrad
160023579,FR,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
160023580,FR,3,2,MiddleClass,1,0,0,0,FarLeft,TrustTrad
160023581,FR,3,2,MiddleClass,1,1,0,0,Center,TrustWebOnly
160023582,FR,4,1,UpperMiddleClass,1,0,0,0,Center,TrustTrad
160023583,FR,2,1,LowerMiddle,1,0,0,0,Refused/DNt,TrustTrad
160023584,FR,3,2,MiddleClass,0,0,0,0,FarRight,Other
160023585,FR,1,1,WorkingClass,1,1,0,0,Left,TrustWebOnly
160023586,FR,3,1,MiddleClass,0,1,0,0,Center,TrustWebOnly
160023587,FR,3,1,MiddleClass,0,0,0,1,FarRight,TrustNone
160023588,FR,2,4,LowerMiddle,1,0,0,0,Right,TrustTrad
160023589,FR,1,1,WorkingClass,1,0,0,0,Left,TrustTrad
160023590,FR,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
160023591,FR,3,1,MiddleClass,0,0,0,1,Refused/DNt,TrustNone
160023592,FR,3,1,MiddleClass,0,0,0,1,Center,TrustNone
160023593,FR,1,2,WorkingClass,1,0,0,0,Center,TrustTrad
160023594,FR,3,4,MiddleClass,0,0,0,1,Center,TrustNone
160023595,FR,3,2,MiddleClass,1,0,0,0,Center,TrustTrad
160023596,FR,3,1,MiddleClass,0,0,0,1,Center,TrustNone
160023597,FR,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
160023598,FR,4,1,UpperMiddleClass,1,0,0,0,Center,TrustTrad
160023599,FR,4,1,UpperMiddleClass,1,0,0,0,Right,TrustTrad
160023600,FR,2,2,LowerMiddle,0,0,0,0,Left,Other
160023601,FR,1,1,WorkingClass,0,0,0,1,Refused/DNt,TrustNone
160023602,FR,1,1,WorkingClass,1,1,1,0,Refused/DNt,TrustAll
160023603,FR,1,2,WorkingClass,0,0,0,1,Refused/DNt,TrustNone
160023604,FR,1,1,WorkingClass,0,1,0,0,Refused/DNt,TrustWebOnly
160023605,FR,1,4,WorkingClass,0,0,0,1,Center,TrustNone
160023606,FR,1,4,WorkingClass,1,0,0,0,Refused/DNt,TrustTrad
160023607,FR,1,4,WorkingClass,0,0,0,1,Refused/DNt,TrustNone
160023608,FR,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
160023609,FR,3,1,MiddleClass,0,0,0,1,Refused/DNt,TrustNone
160023610,FR,3,2,MiddleClass,0,0,0,1,Center,TrustNone
160023611,FR,2,3,LowerMiddle,1,0,0,0,Left,TrustTrad
160023612,FR,3,2,MiddleClass,1,0,0,0,Left,TrustTrad
160023613,FR,1,1,WorkingClass,1,0,0,0,Center,TrustTrad
160023614,FR,2,4,LowerMiddle,1,0,0,0,Left,TrustTrad
160023615,FR,1,1,WorkingClass,0,0,0,0,Center,Other
160023616,FR,2,2,LowerMiddle,0,0,0,0,Left,Other
160023617,FR,1,4,WorkingClass,1,0,0,0,FarLeft,TrustTrad
160023618,FR,1,2,WorkingClass,0,1,0,0,Center,TrustWebOnly
160023619,FR,4,1,UpperMiddleClass,1,0,0,0,Center,TrustTrad
160023620,FR,4,1,UpperMiddleClass,1,0,0,0,Center,TrustTrad
160023621,FR,3,1,MiddleClass,0,0,0,1,Right,TrustNone
160023622,FR,1,1,WorkingClass,1,0,0,0,FarRight,TrustTrad
160023623,FR,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
160023624,FR,3,1,MiddleClass,0,0,0,1,Left,TrustNone
160023625,FR,2,1,LowerMiddle,1,0,0,0,Refused/DNt,TrustTrad
160023626,FR,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
160023627,FR,1,2,WorkingClass,1,1,1,0,FarLeft,TrustAll
160023628,FR,3,1,MiddleClass,1,1,0,0,FarRight,TrustWebOnly
160023629,FR,3,1,MiddleClass,1,1,0,0,Center,TrustWebOnly
160023630,FR,2,1,LowerMiddle,1,0,0,0,Left,TrustTrad
160023631,FR,3,1,MiddleClass,0,0,0,0,Left,Other
160023632,FR,1,2,WorkingClass,1,0,0,0,Center,TrustTrad
160023633,FR,1,1,WorkingClass,1,0,0,0,Center,TrustTrad
160023634,FR,1,1,WorkingClass,1,0,0,0,Right,TrustTrad
160023635,FR,1,2,WorkingClass,1,0,0,0,Right,TrustTrad
160023636,FR,3,2,MiddleClass,1,0,0,0,Left,TrustTrad
160023637,FR,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
160023638,FR,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
160023639,FR,3,2,MiddleClass,1,0,0,0,Center,TrustTrad
160023640,FR,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
160023641,FR,3,4,MiddleClass,0,1,0,0,Left,TrustWebOnly
160023642,FR,4,2,UpperMiddleClass,1,0,0,0,Left,TrustTrad
160023643,FR,3,1,MiddleClass,0,0,0,1,Right,TrustNone
160023644,FR,1,1,WorkingClass,1,0,0,0,Refused/DNt,TrustTrad
160023645,FR,2,1,LowerMiddle,1,0,0,0,Right,TrustTrad
160023646,FR,2,1,LowerMiddle,0,0,0,0,Center,Other
160023647,FR,2,1,LowerMiddle,0,0,0,1,Center,TrustNone
160023648,FR,3,2,MiddleClass,1,0,0,0,Left,TrustTrad
160023649,FR,3,2,MiddleClass,0,0,0,1,Center,TrustNone
160023650,FR,1,1,WorkingClass,1,0,0,0,Refused/DNt,TrustTrad
160023651,FR,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
160023652,FR,4,3,UpperMiddleClass,1,0,0,0,Left,TrustTrad
160023653,FR,3,4,MiddleClass,0,0,0,1,Refused/DNt,TrustNone
160023654,FR,1,1,WorkingClass,1,0,0,0,FarLeft,TrustTrad
160023655,FR,4,1,UpperMiddleClass,1,0,0,0,Center,TrustTrad
160023656,FR,2,2,LowerMiddle,1,0,0,0,FarLeft,TrustTrad
160023657,FR,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
160023658,FR,3,2,MiddleClass,1,0,0,0,Left,TrustTrad
160023659,FR,1,2,WorkingClass,1,0,0,0,FarLeft,TrustTrad
160023660,FR,1,1,WorkingClass,0,0,0,1,Refused/DNt,TrustNone
160023661,FR,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
160023662,FR,4,1,UpperMiddleClass,1,0,0,0,Center,TrustTrad
160023663,FR,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
160023664,FR,2,2,LowerMiddle,1,0,0,0,Center,TrustTrad
160023665,FR,1,1,WorkingClass,0,0,0,0,Left,Other
160023666,FR,3,1,MiddleClass,0,0,0,0,Refused/DNt,Other
160023667,FR,1,1,WorkingClass,1,0,0,0,Right,TrustTrad
160023668,FR,2,1,LowerMiddle,0,0,0,1,Center,TrustNone
160023669,FR,1,1,WorkingClass,1,0,0,0,Refused/DNt,TrustTrad
160023670,FR,1,1,WorkingClass,0,0,0,1,Center,TrustNone
160023671,FR,1,1,WorkingClass,1,0,0,0,Center,TrustTrad
160023672,FR,2,2,LowerMiddle,1,0,0,0,Left,TrustTrad
160023673,FR,3,1,MiddleClass,0,0,0,1,Right,TrustNone
160023674,FR,1,2,WorkingClass,0,0,0,0,FarLeft,Other
160023675,FR,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
160023676,FR,2,2,LowerMiddle,1,0,0,0,FarLeft,TrustTrad
160023677,FR,1,1,WorkingClass,1,0,0,0,Right,TrustTrad
160023678,FR,3,4,MiddleClass,0,0,0,0,Refused/DNt,Other
160023679,FR,1,1,WorkingClass,0,0,0,1,Right,TrustNone
160023680,FR,2,1,LowerMiddle,1,0,0,0,Left,TrustTrad
160023681,FR,3,1,MiddleClass,1,1,1,0,Center,TrustAll
160023682,FR,1,1,WorkingClass,0,0,0,1,Center,TrustNone
160023683,FR,4,2,UpperMiddleClass,0,0,0,1,Left,TrustNone
160023684,FR,2,1,LowerMiddle,1,0,0,0,Right,TrustTrad
160023685,FR,2,2,LowerMiddle,1,0,0,0,FarLeft,TrustTrad
160023686,FR,9,1,Other/None/DN/Refused,1,0,0,0,Refused/DNt,TrustTrad
160023687,FR,3,1,MiddleClass,0,0,0,0,Refused/DNt,Other
160023688,FR,1,1,WorkingClass,1,0,0,0,FarLeft,TrustTrad
160023689,FR,1,1,WorkingClass,1,0,0,0,Refused/DNt,TrustTrad
160023690,FR,2,1,LowerMiddle,0,0,0,1,Right,TrustNone
160023691,FR,1,2,WorkingClass,1,0,0,0,FarRight,TrustTrad
160023692,FR,2,1,LowerMiddle,0,0,0,1,Center,TrustNone
160023693,FR,1,2,WorkingClass,1,1,0,0,FarLeft,TrustWebOnly
160023694,FR,3,2,MiddleClass,1,0,0,0,FarLeft,TrustTrad
160023695,FR,3,2,MiddleClass,1,0,0,0,FarLeft,TrustTrad
160023696,FR,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
160023697,FR,2,1,LowerMiddle,1,0,0,0,Right,TrustTrad
160023698,FR,1,1,WorkingClass,1,0,0,0,Left,TrustTrad
160023699,FR,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
160023700,FR,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
160023701,FR,3,1,MiddleClass,1,1,1,0,Center,TrustAll
160023702,FR,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
160023703,FR,4,2,UpperMiddleClass,1,0,0,0,Center,TrustTrad
160023704,FR,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
160023705,FR,2,1,LowerMiddle,0,0,0,0,Center,Other
160023706,FR,4,2,UpperMiddleClass,0,0,0,1,Center,TrustNone
160023707,FR,3,1,MiddleClass,1,1,1,0,FarRight,TrustAll
160023708,FR,3,2,MiddleClass,1,0,0,0,Left,TrustTrad
160023709,FR,1,1,WorkingClass,1,0,0,0,FarRight,TrustTrad
160023710,FR,3,4,MiddleClass,1,0,0,0,Center,TrustTrad
160023711,FR,3,2,MiddleClass,1,0,0,0,FarRight,TrustTrad
160023712,FR,3,1,MiddleClass,0,0,0,0,Refused/DNt,Other
160023713,FR,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
160023714,FR,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
160023715,FR,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
160023716,FR,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
160023717,FR,4,2,UpperMiddleClass,1,0,0,0,Left,TrustTrad
160023718,FR,3,1,MiddleClass,0,0,0,0,Refused/DNt,Other
160023719,FR,3,4,MiddleClass,1,0,0,0,Center,TrustTrad
160023720,FR,3,1,MiddleClass,1,0,0,0,Left,TrustTrad
160023721,FR,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
160023722,FR,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
160023723,FR,3,2,MiddleClass,0,0,0,0,Center,Other
160023724,FR,3,4,MiddleClass,0,0,0,1,FarLeft,TrustNone
160023725,FR,1,1,WorkingClass,1,0,0,0,Center,TrustTrad
160023726,FR,2,4,LowerMiddle,1,1,0,0,Center,TrustWebOnly
160023727,FR,1,1,WorkingClass,1,0,0,0,Center,TrustTrad
160023728,FR,1,2,WorkingClass,0,0,0,1,Refused/DNt,TrustNone
160023729,FR,3,2,MiddleClass,1,0,0,0,Left,TrustTrad
160023730,FR,4,2,UpperMiddleClass,1,0,0,0,Center,TrustTrad
160023731,FR,3,1,MiddleClass,0,0,0,1,Left,TrustNone
160023732,FR,3,1,MiddleClass,1,0,0,0,Refused/DNt,TrustTrad
160023733,FR,4,2,UpperMiddleClass,1,0,0,0,Refused/DNt,TrustTrad
160023734,FR,1,1,WorkingClass,1,0,0,0,Center,TrustTrad
160023735,FR,2,2,LowerMiddle,0,0,0,1,FarLeft,TrustNone
160023736,FR,3,2,MiddleClass,1,0,0,0,Center,TrustTrad
160023737,FR,4,1,UpperMiddleClass,1,0,0,0,Left,TrustTrad
160023738,FR,4,1,UpperMiddleClass,1,0,0,0,FarRight,TrustTrad
160023739,FR,3,1,MiddleClass,0,0,0,1,FarRight,TrustNone
160023740,FR,1,1,WorkingClass,0,0,0,0,Refused/DNt,Other
160023741,FR,3,1,MiddleClass,1,0,0,0,FarLeft,TrustTrad
160023742,FR,3,4,MiddleClass,0,0,0,0,Refused/DNt,Other
160023743,FR,3,2,MiddleClass,1,1,0,0,Refused/DNt,TrustWebOnly
160023744,FR,3,2,MiddleClass,1,0,0,0,FarLeft,TrustTrad
160023745,FR,2,1,LowerMiddle,1,0,0,0,Refused/DNt,TrustTrad
160023746,FR,3,1,MiddleClass,0,1,0,0,Center,TrustWebOnly
160023747,FR,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
160023748,FR,1,1,WorkingClass,0,0,0,0,Left,Other
160023749,FR,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
160023750,FR,4,1,UpperMiddleClass,1,0,0,0,Left,TrustTrad
160023751,FR,4,1,UpperMiddleClass,1,0,0,0,Left,TrustTrad
160023752,FR,3,1,MiddleClass,1,0,0,0,Right,TrustTrad
160023753,FR,4,1,UpperMiddleClass,1,0,0,0,Right,TrustTrad
160023754,FR,3,2,MiddleClass,0,1,0,0,Left,TrustWebOnly
160023755,FR,1,1,WorkingClass,0,0,0,0,Center,Other
160023756,FR,1,1,WorkingClass,1,0,0,0,Refused/DNt,TrustTrad
160023757,FR,1,2,WorkingClass,0,0,0,0,Center,Other
160023758,FR,2,1,LowerMiddle,0,0,0,1,Center,TrustNone
160023759,FR,3,1,MiddleClass,0,0,0,0,Center,Other
160023760,FR,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
160023761,FR,3,4,MiddleClass,0,0,0,0,Refused/DNt,Other
160023762,FR,2,2,LowerMiddle,1,0,0,0,Center,TrustTrad
160023763,FR,1,1,WorkingClass,1,0,0,0,FarRight,TrustTrad
160023764,FR,1,1,WorkingClass,1,0,0,0,Center,TrustTrad
160023765,FR,1,1,WorkingClass,1,0,0,0,Center,TrustTrad
160023766,FR,2,1,LowerMiddle,1,0,0,0,Right,TrustTrad
160023767,FR,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
160023768,FR,2,1,LowerMiddle,1,0,0,0,Center,TrustTrad
160023769,FR,3,1,MiddleClass,1,0,0,0,Center,TrustTrad
160023770,FR,2,1,LowerMiddle,0,0,0,1,Refused/DNt,TrustNone
160023771,FR,2,2,LowerMiddle,0,0,0,1,Refused/DNt,TrustNone
160023772,FR,2,2,LowerMiddle,1,0,0,0,Center,TrustTrad
160023773,FR,5,1,UpperClass,0,0,0,1,Center,TrustNone
160023774,FR,3,2,MiddleClass,0,1,0,0,Center,TrustWebOnly
160023775,FR,2,1,LowerMiddle,0,0,0,1,Center,TrustNone
160023776,FR,1,1,WorkingClass,1,0,0,0,Center,TrustTrad
160023777,FR,2,1,LowerMiddle,1,0,0,0,Refused/DNt,TrustTrad
160023778,FR,2,2,LowerMiddle,1,0,0,0,Left,TrustTrad
